d8,d5,d7,d0,x8,x5,x7,x0,m8,m5,m7,m0,d9,d0,d8,d2,x9,x0,x8,x2,m9,m0,m8,m2,target
0.0025342951120334396,0.05489483460682529,0.041522449445046926,0.05784050574754345,-0.06956060112000001,-0.0123293067,-0.113641462,-0.02192644448,-0.069225144,-0.042909516999999994,-0.093905324,-0.053425008999999996,0.006375650065404503,0.06683560676822156,0.0034162134006086348,0.006265181437009591,-0.06916107378,-0.00039072302,-0.06990231150000001,-0.07309310334,-0.069466693,-0.034237199499999996,-0.06948786500000001,-0.07220868350000001,1.0
0.002241152521448266,0.08253517867160773,0.03551537092582183,0.07907814980856216,-0.07017922160000001,0.005429988420000001,-0.08833279762,-0.055264235839999995,-0.070388546,-0.055692957,-0.0721084155,-0.0458361985,0.006374818177476397,0.07326024798192317,0.009039651447764833,0.00945753743966509,-0.07441395129999999,0.006989407720000002,-0.08771910402000001,-0.06785985855999999,-0.0734591705,-0.012388759,-0.086454997,-0.06935830200000001,0.0
0.07119482339322007,0.3004936773083595,0.11192467183740679,0.1362865833322544,-0.005588798000000001,0.237706954,-0.01787288,0.090340326,-0.0098665,0.2387955,0.0113629,0.07390255,0.07156807338371379,0.10583391122419128,0.033332428228079934,0.21015107925380772,-0.002956566000000001,0.03085928,0.0014659900000000012,-0.140689706,-0.0174335,-0.005873,0.00285175,-0.11834249999999999,1.0
0.1519840489253599,0.15813587364510565,0.16627409114497904,0.12526455517587537,-0.033199398000000005,-0.153597628,0.018911814000000002,-0.136506074,-0.0308365,-0.063219,-0.0157585,-0.1293355,0.098472695623258,0.06155994275829115,0.024437901545543227,0.0785673194251329,-0.054199128,-0.039952646,-0.008080456000000001,0.006060344,-0.0444415,-0.01296,-0.007013999999999999,-0.022472,0.0
0.19661249372739661,0.08925887623796731,0.14783190154878684,0.11946761867217545,-0.029745473920000008,0.03269439782,0.09302561681999999,-0.027949720620000004,-0.083514735,0.004361592,0.0834365715,-0.039748611,0.11285692237372504,0.03624033193920742,0.034123278075582214,0.19584164450282318,-0.005517179760000001,0.00737236462,-0.048129046300000006,0.03496432684000001,-0.0337096265,-0.0080288985,-0.0496522415,0.050402055,1.0
0.151199988203177,0.1552024239032193,0.15337205400067758,0.004324305637144661,-0.0178404416,-0.06368787798,-0.017372533920000002,-0.0091589625,-0.013313275,-0.027897144999999998,0.0025288045,-0.009230783,0.049816032078995466,0.05739891357341555,0.09877065736901763,0.1376665532699379,-0.00409299084,-0.0176888275,-0.051422881360000006,0.002352188760000002,-0.0060111535,-0.013895576,-0.0531420485,0.048121722500000005,0.0
0.1180250120341725,0.09128843722796876,0.07815587898485729,0.009496303742698529,-0.0020897340000000032,-0.08027409276,0.09786755298,0.00344137934,-0.018302175,-0.086203061,0.0877215975,0.0003565975,0.21640941524560128,0.02123338777154138,0.16802445051012446,0.13502542424847627,-0.02075090188,0.024961553000000004,-0.029876230460000004,-0.11296468868,-0.0137614855,0.0162026715,0.013825401,-0.14316847900000002,1.0
0.16954142797882388,0.06311908017555518,0.10405862119376914,0.015587028407619899,0.020228179259999996,0.0353806112,0.013248075400000002,-0.00662833098,-0.01940792,0.020401944499999998,-0.0064970475,-0.004759202,0.0825931415041826,0.010414258337977813,0.08191403666487222,0.05982790262285252,0.0036540544000000005,0.0016945801599999998,-0.01912932072,0.013728542020000001,0.013158679,-0.000617587,-0.035220438500000006,-0.001123721,0.0
0.12496275208081221,0.059601916667870035,1.1749732840138263,1.3372294064953039,-0.039661387320000005,-0.008677069000000003,-0.02336744003999999,0.60921257354,0.0011343735,-0.0257928485,0.2109392655,0.0085779085,0.029035273540519754,1.4536537862845968,0.08551252624642944,0.715402298088002,-0.0245225578,1.19226954046,-0.010886224939999998,-0.27449880248,-0.025426131,0.1818952305,0.00105621,-0.0557419585,1.0
0.025412327522036805,1.7589812292204252,0.036865696078186995,1.9295544526020811,0.01709691348,-1.6073672348000003,0.0223609497,0.98333477116,0.020257601,-1.0393991470000001,0.019964653,0.0018843195,0.020914414145391177,1.1763858068828237,0.04742924694137507,0.3594200864218258,-0.0006199945399999999,1.01235073194,0.0020683603,-0.16486089226000003,0.00038496000000000005,0.1927038055,-0.0050239205,0.020509269,0.0
0.00723983305039899,0.07654206798726503,0.17540991809469528,0.0708024411115767,-0.02603924394,0.031096224820000004,-0.07378039498,0.05755902774000001,-0.024419855499999997,0.0015016235,-0.022574683999999998,0.0390226335,0.020046744381060234,0.02303566275052194,0.017018425673200287,0.18837283780849484,-0.020073049520000007,-0.017984268279999997,-0.03265219216,-0.14923203048,-0.018106566,-0.011203253,-0.038095854,-0.084238846,1.0
0.050913677788512246,0.06428127090213694,0.20338029645797953,0.035257832920108576,-0.012044987480000002,-0.005462734540000002,-0.05120023724,0.0006588873000000006,-0.0158422135,-0.027173963000000002,-0.021424598,-0.010277004999999999,0.0339804378976369,0.010385531568761224,0.2686986183016766,0.2012545131066129,-0.01417308762,-0.01191341666,-0.12444240052,-0.10243639766000001,-0.011591941,-0.0090109385,0.0043023365,-0.0850547065,0.0
0.20708926998047236,0.005374493849873122,0.10393356548684518,0.018630310382384937,-0.13437120600000002,-0.007351074000000001,0.10063129200000001,-0.0005252800000000001,-0.120695,-0.0069370000000000005,0.07652405,-0.0073115,0.03906906737868208,0.0323988488076008,0.0337359221568595,0.11071187852681841,-0.01717592,0.0051740319999999985,-0.020016353999999997,-0.09259579799999999,-0.019525,-0.0097535,-0.012805,-0.0578955,1.0
